sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (i);ATMOSPHERIC PRESSURE (hPa);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Altitude-atmospheric pressure ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
-0.341;9.7615;1.133;-0.7445;9.7136;1.1525;0.0538;-0.0734;-0.1453;0.0165;-0.0611;-0.0203;0.0475;19.65;-20.76;-2.06;301.08;-81.96;32.86;0.0;983.86;42.637;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;40503;2023-03-30 16:34:37:773
0.3834;9.7328;0.9948;-0.7678;9.7446;0.8305;0.9642;0.1935;0.4614;0.2422;0.2815;-0.2124;0.0475;19.4;-21.19;-0.26;294.16;-82.82;31.62;0.0;983.57;41.532;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;41004;2023-03-30 16:34:38:274
-2.3043;9.6712;-0.9344;-2.0687;9.5522;-0.8444;0.6517;0.432;0.2089;0.4108;-1.0782;-0.0464;0.0475;22.41;-16.32;0.76;11.42;-78.54;107.23;0.0;984.05;44.19;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;41504;2023-03-30 16:34:38:774
1.1743;9.8997;-1.008;-1.1573;9.6326;-1.4527;-2.0447;-0.3238;-0.5754;-0.0408;-0.0677;0.2941;0.0475;21.33;-18.35;3.78;48.08;-79.09;141.46;0.0;983.49;53.68;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;42004;2023-03-30 16:34:39:274
-2.0578;10.1055;-1.5338;-1.1859;9.7084;-0.7594;5.3299;-0.152;0.5857;-0.0602;-1.3358;0.1607;0.0475;21.35;-18.3;-2.76;59.06;-78.57;132.01;0.0;983.79;40.635;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;42503;2023-03-30 16:34:39:773
2.6883;9.1382;1.3214;0.8917;9.7682;-0.1551;-5.1053;-0.3834;-0.9948;-0.534;1.0896;0.0877;0.0475;14.01;-23.23;-8.99;200.4;-84.71;-99.87;0.0;983.95;41.236;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;43004;2023-03-30 16:34:40:274
0.7472;9.3781;2.2451;1.1975;9.5549;1.8724;-1.1823;0.1571;0.5226;-0.3242;-0.044;0.0273;0.0475;13.25;-23.03;-12.75;265.65;-76.91;-32.6;0.0;984.91;56.129;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;43504;2023-03-30 16:34:40:774
3.1178;9.3194;0.3344;2.4731;9.4637;0.7468;0.3392;-0.1962;0.1186;0.4968;0.047;0.119;0.0475;9.6;-25.36;-9.43;238.89;-74.65;-51.28;0.0;984.53;40.989;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;44003;2023-03-30 16:34:41:273
2.0477;4.5398;2.4179;7.5302;6.2859;0.1387;-1.7885;-0.5945;4.0958;1.5867;4.2254;1.6018;0.0475;-11.57;-25.85;9.0;143.32;-39.85;-88.95;0.0;982.98;41.725;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;44504;2023-03-30 16:34:41:774
5.8469;13.0301;2.3898;-2.0779;9.4925;1.3458;7.6037;1.2729;6.1029;-0.7692;-0.7242;2.0047;0.0475;14.69;-18.3;18.24;270.38;-65.77;70.84;0.0;984.95;42.472;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;45004;2023-03-30 16:34:42:274
-0.5785;13.3508;1.2718;4.3176;8.6997;1.382;-4.9318;4.9186;-0.1786;0.1642;-0.2514;1.1304;0.0475;-6.83;-25.63;16.96;124.37;-70.37;-55.72;0.0;984.03;46.811;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;45503;2023-03-30 16:34:42:773
4.6475;5.8193;2.2672;2.2584;9.2823;2.2302;2.3892;-3.4629;0.0369;-0.3746;0.2303;-5.299;0.0475;-1.29;-22.48;24.56;141.28;-71.12;-45.36;0.0;983.56;51.402;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;46004;2023-03-30 16:34:43:274
2.2277;9.8046;2.942;-0.4953;9.2364;3.2681;2.7232;0.5683;-0.3263;0.0771;-0.6196;0.3088;0.0475;5.92;-22.92;22.58;224.05;-64.57;43.26;0.0;984.4;52.67;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;46503;2023-03-30 16:34:43:773
0.8453;8.8511;2.8044;1.486;9.3478;2.5783;-0.6406;-0.4966;0.2259;0.0341;-0.8427;-0.1411;0.0475;11.77;-22.73;20.14;183.72;-71.74;-26.29;0.0;984.87;56.789;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;47004;2023-03-30 16:34:44:274
0.8973;9.5533;0.652;2.1239;9.4572;1.5122;-0.557;-0.1945;-0.8454;-0.2957;-2.0673;-0.4449;0.0475;27.49;-21.08;1.12;208.5;-74.59;-54.55;0.0;983.82;59.772;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;47504;2023-03-30 16:34:44:774
2.1577;9.2662;1.2413;1.445;9.6463;1.047;0.0548;-0.0791;-0.0727;0.1153;0.3861;-0.0041;0.0475;29.06;-18.4;-2.1;215.69;-79.07;-54.8;0.0;984.01;46.539;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;48003;2023-03-30 16:34:45:273
-0.8572;9.7113;1.5482;-0.3015;9.7414;1.1183;-0.6392;0.2118;0.2254;0.0693;-0.0099;-0.0593;0.0475;32.79;-13.35;-1.96;278.79;-83.13;8.07;0.0;983.71;40.323;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;48503;2023-03-30 16:34:45:773
-0.6413;9.7023;0.7268;-0.3889;9.769;0.8068;0.0709;-0.0449;-0.0632;0.0519;-0.064;-0.0588;0.0475;33.34;-12.94;-0.94;291.46;-84.55;21.81;0.0;983.93;52.903;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;49003;2023-03-30 16:34:46:273
-0.4828;9.7202;0.7561;-0.5703;9.7599;0.81;-0.1758;-0.0335;0.0129;-0.0522;-0.1077;-0.118;0.0475;33.5;-12.03;-2.66;308.45;-84.2;35.15;0.0;984.12;56.609;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;49504;2023-03-30 16:34:46:774
-0.7178;9.6197;1.4542;-0.6923;9.695;1.328;-0.2425;-0.0798;0.1396;-0.1112;0.1051;0.1132;0.0475;32.66;-11.59;-3.82;307.88;-81.37;33.76;0.0;983.89;41.76;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;50003;2023-03-30 16:34:47:273
-0.4558;9.6365;1.7318;-0.4005;9.6929;1.4574;-0.0576;-0.0491;0.2763;0.0567;-0.0515;0.0513;0.0475;32.35;-13.01;-3.7;288.87;-81.14;15.36;0.0;983.98;50.229;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;50504;2023-03-30 16:34:47:774
-0.3793;9.7711;1.1228;-0.3657;9.7354;1.1504;-0.0238;-5.0E-4;-0.1012;0.0684;-0.0557;0.0541;0.0;32.02;-12.77;-5.43;295.21;-82.44;19.28;0.0;983.87;47.405;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;51004;2023-03-30 16:34:48:274
0.2207;9.591;0.8327;0.0229;9.7532;1.0537;0.3361;-0.158;-0.2529;0.0425;-1.5409;-0.0536;0.0;31.34;-13.98;-8.74;287.84;-83.5;11.56;0.0;983.76;48.294;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;51504;2023-03-30 16:34:48:774
2.0865;9.652;1.5392;0.805;9.6799;1.3736;1.1814;-0.0141;0.1316;-0.0854;-0.1078;0.3325;0.0;30.12;-16.26;-13.36;270.32;-82.09;-18.87;0.0;984.12;50.083;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;52003;2023-03-30 16:34:49:273
-0.0479;9.6383;1.6822;-0.0847;9.7028;1.4436;0.0162;-0.0634;0.2302;-0.0224;0.0197;0.0319;0.0;31.04;-13.05;-14.01;293.21;-81.57;2.11;0.0;984.02;54.098;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;52503;2023-03-30 16:34:49:773
-0.3386;9.6461;1.3902;-0.1107;9.7077;1.4086;-0.0991;-0.0338;3.0E-4;-0.0034;0.025;-0.0031;0.0;32.28;-13.11;-13.14;293.77;-81.69;4.76;0.0;983.97;43.636;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 1;53003;2023-03-30 16:34:50:273
-0.1035;9.7107;1.4387;8.0E-4;9.7166;1.3503;-0.0478;-0.03;0.1144;0.0043;0.0176;-0.0095;0.0;31.24;-13.25;-14.4;291.33;-82.06;0.06;0.0;983.88;48.254;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 1;53504;2023-03-30 16:34:50:774
0.0072;9.6963;1.3352;0.0708;9.726;1.2792;-0.0501;-0.0399;0.0517;0.0156;-0.0148;-0.0156;0.0;31.94;-13.29;-11.65;284.49;-82.5;-3.17;0.0;983.98;50.337;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 1;54003;2023-03-30 16:34:51:273
-0.0311;9.6682;1.2586;-0.0171;9.7331;1.2256;0.006;-0.0707;-0.0058;-0.0037;-0.0312;-0.0237;0.0;31.26;-12.16;-12.0;288.42;-82.85;-0.14;0.0;983.98;47.734;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 1;54503;2023-03-30 16:34:51:773
-0.2859;9.655;1.4189;-0.1167;9.7258;1.2774;-0.1059;-0.0829;0.1083;-0.02;0.0086;-0.0316;0.0;32.33;-12.61;-11.75;292.95;-82.49;5.22;0.0;983.98;47.435;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;55004;2023-03-30 16:34:52:274
-0.5833;9.6431;1.3932;-0.2212;9.7147;1.3462;-0.3182;-0.071;0.0654;-0.002;-0.122;-0.1526;0.0;32.06;-12.64;-12.46;291.44;-82.12;3.87;0.0;983.95;46.888;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;55504;2023-03-30 16:34:52:774
-0.521;9.6185;1.3842;-0.2844;9.704;1.4097;-0.2492;-0.0741;-0.0179;-0.0377;0.0768;0.0235;0.0;32.44;-12.25;-12.25;299.1;-81.57;11.41;0.0;983.89;46.181;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 2;56004;2023-03-30 16:34:53:274
-0.1519;9.6538;1.477;-0.1761;9.7014;1.4448;0.053;-0.0381;0.0036;0.0076;-0.0318;0.0183;0.0;32.94;-12.15;-12.24;294.02;-81.47;6.95;0.0;983.94;49.865;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 2;56503;2023-03-30 16:34:53:773
-0.0556;9.6676;1.3681;-0.1258;9.7142;1.362;0.2069;0.0125;0.0759;0.0345;0.0119;-0.0043;0.0;31.92;-12.32;-10.97;290.8;-81.8;4.76;0.0;983.95;51.838;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;57004;2023-03-30 16:34:54:274
-0.0401;9.7155;1.2634;-0.0941;9.734;1.2147;0.0537;-0.0203;0.0632;0.0512;-0.0179;-0.0278;0.0;31.93;-12.61;-11.26;293.43;-82.6;5.64;0.0;983.84;45.697;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;57504;2023-03-30 16:34:54:774
0.3829;9.7322;1.1282;0.0169;9.7592;0.9967;0.3305;-0.0272;0.1351;0.0093;0.0197;0.088;0.0;31.61;-13.46;-10.85;285.76;-84.17;-0.97;0.0;983.88;42.495;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 1;58003;2023-03-30 16:34:55:273
-0.0383;9.7119;0.9733;-0.0437;9.7575;1.0125;0.0567;-0.0516;-0.0687;-0.02;0.0118;0.0153;0.0;31.72;-13.27;-11.15;290.1;-84.16;3.34;0.0;983.98;47.652;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 1;58503;2023-03-30 16:34:55:773
-6.0E-4;9.7256;1.1252;-0.0312;9.7476;1.1039;-0.0915;-0.0585;-0.0322;-0.0292;0.022;0.0208;0.0;32.02;-12.71;-11.46;288.11;-83.54;1.62;0.0;984.01;40.424;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 1;59003;2023-03-30 16:34:56:273
0.0748;9.6861;1.2401;0.097;9.736;1.1985;-0.1683;-0.0487;0.0382;0.0089;0.0258;0.0568;0.0;32.04;-13.29;-11.85;285.65;-82.98;-2.21;0.0;984.05;42.028;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 1;59503;2023-03-30 16:34:56:773
0.2148;9.6951;1.1414;0.3383;9.7538;0.9924;0.0506;-0.0027;0.0622;0.062;0.0105;0.0515;0.0;31.63;-14.42;-11.72;272.86;-83.53;-15.02;0.0;983.91;40.725;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 2;60003;2023-03-30 16:34:57:273
1.1157;9.7956;0.5569;0.7565;9.7612;0.6186;-0.2702;0.018;0.0878;0.104;0.015;0.225;0.0;29.63;-16.3;-10.47;235.45;-84.28;-50.73;0.0;983.62;39.775;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 2;60503;2023-03-30 16:34:57:773
1.3789;9.4887;0.2937;1.4018;9.7062;0.2454;-0.0214;-0.0178;-0.0198;0.0189;-0.0599;-0.0315;0.0;28.67;-17.84;-10.77;208.64;-81.66;-80.07;0.0;983.49;38.753;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 1;61004;2023-03-30 16:34:58:274
1.1773;9.6;0.4487;1.556;9.6818;0.2791;0.2569;0.0373;-0.1321;-0.0136;-0.2155;0.0574;0.0;27.74;-18.17;-12.61;213.26;-81.1;-79.12;0.0;983.94;47.437;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 1;61504;2023-03-30 16:34:58:774
1.8299;9.5049;0.2776;1.7353;9.651;0.2895;7.0E-4;-0.0776;0.0428;-0.0049;-0.0154;0.0299;0.0;27.33;-19.67;-11.99;210.0;-79.85;-80.43;0.0;983.98;38.321;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;62003;2023-03-30 16:34:59:273
1.8389;9.524;0.3248;1.7969;9.6388;0.3172;-0.0204;-0.0915;0.0576;-0.0089;-0.007;-0.0127;0.0;27.93;-18.91;-12.08;210.28;-79.28;-79.99;0.0;983.97;39.247;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;62504;2023-03-30 16:34:59:774
1.7001;9.5725;0.3523;1.7528;9.6463;0.3355;-0.0644;-0.059;-0.0037;-0.0098;-0.0148;-0.0122;0.0;27.95;-18.73;-12.79;212.49;-79.49;-79.38;0.0;983.96;40.332;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;63004;2023-03-30 16:35:00:274
1.7868;9.5815;0.3248;1.733;9.649;0.3599;0.0037;-0.0873;-0.0427;-0.0137;-0.0425;-0.024;0.0;27.63;-18.53;-12.1;211.03;-79.54;-78.61;0.0;983.98;40.82;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;63503;2023-03-30 16:35:00:773
1.7288;9.6245;0.4098;1.7794;9.6397;0.3816;-0.0434;-0.0155;-0.0124;-2.0E-4;0.0031;-0.0066;0.0;27.35;-18.73;-12.52;214.43;-79.24;-77.89;0.0;984.01;43.227;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;64003;2023-03-30 16:35:01:273
5.1135;13.9472;0.3882;4.9407;8.4688;0.3246;5.4546;8.921;0.9808;-0.4256;-1.2695;2.3709;0.0;16.49;-26.77;-16.52;214.26;-59.69;-86.24;0.0;984.03;46.26;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;64503;2023-03-30 16:35:01:773
7.4154;8.4538;3.6814;2.3952;9.2504;2.2203;3.6594;-2.3304;1.3413;0.0611;0.68;-1.7506;0.0;26.47;-14.18;-15.48;245.57;-70.55;-47.17;0.0;983.48;46.762;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 1;65003;2023-03-30 16:35:02:273
2.817;9.4247;2.5579;3.1055;9.0292;2.2507;-0.8757;-0.0611;0.846;-0.0385;-0.2677;-0.1921;0.0;24.78;-15.37;-17.64;242.55;-66.19;-54.57;0.0;984.61;57.797;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 1;65504;2023-03-30 16:35:02:774
-4.2664;13.3298;5.9946;4.2717;8.8192;0.4593;-0.2103;11.8485;-2.1058;0.3282;-1.2915;-0.0331;0.0;20.96;-18.85;-14.62;222.72;-60.63;-71.66;0.0;981.72;40.98;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;66004;2023-03-30 16:35:03:274
12.5498;12.3458;4.7103;2.0648;9.5179;1.1755;13.0549;0.7684;3.2238;0.2978;1.4432;-4.7699;0.0;6.38;-15.15;-11.76;223.02;-45.58;-82.34;0.0;983.63;44.72;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;66503;2023-03-30 16:35:03:773
1.0343;9.2997;2.2612;2.7675;9.2368;1.8054;1.3039;-0.7924;1.1541;-0.2259;0.057;0.7816;0.0;2.94;-14.64;-8.52;253.1;-70.32;-56.88;0.0;984.83;48.401;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;67004;2023-03-30 16:35:04:274
4.41;8.8289;1.6528;4.7487;8.4546;1.4853;-0.3133;0.386;0.0275;0.1545;0.0806;0.1828;0.0;-3.75;-15.74;-7.69;247.74;-59.6;-70.45;0.0;984.6;38.425;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;67503;2023-03-30 16:35:04:773
11.9384;3.3835;1.9119;3.2658;9.1516;1.3484;9.189;-5.9204;0.4585;0.7854;-0.7263;-1.6474;0.0;1.94;-23.31;-11.25;240.3;-69.82;-70.74;0.0;984.39;39.14;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;68003;2023-03-30 16:35:05:273
8.8122;6.8824;0.749;4.8632;8.4954;0.6437;3.7551;-0.6221;0.9341;0.2888;0.1213;-1.2191;0.0;-3.28;-16.76;-7.03;231.91;-60.0;-82.46;0.0;984.89;45.019;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;68503;2023-03-30 16:35:05:773
1.66;10.3226;0.0018;-1.6413;9.6682;0.2606;1.4852;-0.6925;0.8974;0.3783;0.2019;-0.166;0.0;12.97;-9.67;-6.48;18.11;-80.25;80.98;0.0;983.02;43.096;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;69003;2023-03-30 16:35:06:273
-3.9547;8.7512;-0.3511;-3.4925;9.1583;-0.4038;-0.5281;-0.219;0.0044;-0.0263;0.2091;0.0702;0.0;17.21;-3.42;-7.25;32.57;-69.0;96.6;0.0;984.17;42.121;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;69504;2023-03-30 16:35:06:774
2.0058;7.6235;3.6215;-1.868;9.6217;-0.4124;-2.0832;0.037;0.304;-0.244;0.0559;1.04;0.0;14.3;-8.31;-5.04;37.33;-74.3;101.5;0.0;983.83;39.056;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;70003;2023-03-30 16:35:07:273
2.8289;9.4756;3.0096;2.0693;9.2874;2.3872;0.7963;0.4868;-0.2446;0.0954;-0.329;-0.0316;0.0;0.79;-11.18;-17.54;304.78;-71.21;-40.92;0.0;983.56;52.154;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;70503;2023-03-30 16:35:07:773
6.4672;7.7432;4.1731;1.6049;9.6757;-0.2011;5.2735;-2.7939;5.8737;0.567;-1.7837;-0.5634;0.0;-1.92;-14.29;-15.87;279.29;-76.84;-76.64;0.0;984.79;39.831;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;71004;2023-03-30 16:35:08:274
-2.2199;9.737;0.9637;-0.6799;9.7779;-0.4086;-1.5399;-0.0408;1.3721;-0.2315;-1.9319;-1.7404;0.0;-8.65;-18.12;-10.76;280.83;-82.6;-117.93;0.0;983.16;41.309;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;71503;2023-03-30 16:35:08:773
-0.1597;9.5958;1.8526;-0.7305;9.622;1.7664;2.9159;0.2617;0.4186;-0.4727;0.0115;1.0353;0.0;-11.76;-13.44;-11.22;111.07;-76.76;55.48;0.0;983.81;49.303;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;72003;2023-03-30 16:35:09:273
2.1081;8.9952;2.7362;2.3283;9.2019;2.4778;0.0803;0.1206;0.1966;0.0293;-0.248;0.8702;0.0;-16.46;-7.15;-10.89;29.65;-72.99;-29.95;0.0;985.4;41.182;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;72504;2023-03-30 16:35:09:774
4.8718;4.5314;0.1011;4.4704;8.6374;1.2833;0.9178;-3.8606;-1.4367;0.1165;1.0472;-3.3591;0.0;-33.43;2.14;-6.19;359.94;-46.0;-82.7;0.0;983.1;45.955;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 1;73003;2023-03-30 16:35:10:273
12.2201;7.063;4.3328;0.6941;9.6855;1.3951;-7.5703;6.9687;5.0522;-0.5173;0.3627;1.7736;0.0;-36.92;-3.67;-10.72;48.06;-80.86;-26.45;0.0;984.91;40.335;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 1;73503;2023-03-30 16:35:10:773
4.5129;10.7785;2.1111;6.1522;7.614;0.643;-1.6391;3.1645;1.4678;0.2923;-0.1025;1.9717;0.0;-38.81;11.37;-9.09;4.99;-63.03;-71.93;0.0;985.49;59.95;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 1;74004;2023-03-30 16:35:11:274
3.1866;9.2088;3.8267;0.9034;9.7679;-0.0891;2.2834;-0.559;3.9156;1.2937;2.2454;-4.1406;0.0;-20.75;-9.5;-35.15;292.31;-59.72;-88.13;0.0;982.39;67.059;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 1;74503;2023-03-30 16:35:11:773
7.8317;9.4666;0.4696;3.4373;9.0596;1.5314;3.3938;0.6434;0.528;-0.0765;0.064;0.7807;0.0;-10.36;-9.0;-38.71;306.86;-72.49;-63.03;0.0;984.79;48.995;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 1;75004;2023-03-30 16:35:12:274
-0.7687;3.9691;0.4337;7.5952;6.176;-0.6378;4.3332;3.5796;3.5197;0.2613;1.2278;1.9187;0.0;-19.11;-11.37;-34.82;272.4;-39.02;-94.8;0.0;983.37;44.139;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 1;75503;2023-03-30 16:35:12:773
3.1131;13.4638;-2.3474;-2.2486;9.3655;1.862;9.1054;2.226;3.7944;-0.024;0.2034;1.179;0.0;14.76;-11.87;-34.46;52.72;-63.42;66.33;0.0;984.31;46.555;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 1;76004;2023-03-30 16:35:13:274
1.7366;9.8477;2.5777;1.9073;9.2838;2.5318;-0.5594;0.4426;-0.0609;0.0499;-0.3514;1.1748;0.0;3.07;-14.97;-36.64;330.04;-74.09;-16.5;0.0;985.47;55.728;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 1;76504;2023-03-30 16:35:13:774
4.7892;10.8969;1.8413;2.7433;9.2983;1.5005;1.4419;-1.3325;-0.9103;-0.4641;1.1576;-3.3269;0.0;-1.1;-16.76;-34.66;290.55;-71.41;-61.32;0.0;983.14;42.57;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;77004;2023-03-30 16:35:14:274
-1.6086;9.6676;2.1188;-0.2218;9.4848;2.4953;1.3304;0.0705;0.4836;-0.1368;-0.2301;0.6729;0.0;6.95;-15.95;-35.53;13.52;-75.01;22.57;0.0;984.57;50.977;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;77504;2023-03-30 16:35:14:774
2.1817;9.4044;1.3555;2.823;9.2652;1.5566;-0.7611;0.3223;-0.0296;0.2856;-0.5102;0.6051;0.0;-2.27;-18.86;-35.16;308.91;-72.52;-45.55;0.0;984.75;49.364;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 1;78004;2023-03-30 16:35:15:274
2.5077;7.0528;-1.4758;5.2488;8.2876;-0.045;-3.8229;-1.7519;-1.5184;-0.4982;0.4297;-1.113;0.0;-21.02;-17.63;-30.43;285.32;-56.26;-88.59;0.0;983.59;42.543;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 1;78503;2023-03-30 16:35:15:773
-1.0558;9.8184;1.2562;-0.0828;9.748;1.0984;-1.1691;-0.0988;-0.0566;-0.1759;0.1985;-1.0318;0.0;1.11;-21.15;-33.55;2.84;-83.55;4.31;0.0;983.81;40.187;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 1;79003;2023-03-30 16:35:16:273
-0.5492;9.6383;1.3507;-0.5607;9.716;1.2332;0.1005;-0.047;0.0518;0.037;0.0162;-0.0029;0.0;1.62;-20.89;-34.23;22.41;-81.88;23.67;0.0;984.04;43.901;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 1;79504;2023-03-30 16:35:16:774
-0.6084;9.7119;0.8554;-0.6583;9.7357;1.0091;0.1091;-0.0305;0.0098;0.0692;0.0438;0.0257;0.0;2.27;-21.61;-33.18;31.45;-82.51;32.22;0.0;984.03;44.034;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 1;80003;2023-03-30 16:35:17:273
-0.7747;9.6993;0.6502;-0.8798;9.7401;0.7696;0.1632;0.0104;-0.0851;0.0298;-0.1571;-0.102;0.0;1.42;-21.92;-34.21;50.78;-83.16;48.82;0.0;984.05;45.063;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 1;80503;2023-03-30 16:35:17:773
-1.4327;9.5988;0.6604;-1.2717;9.6804;0.9535;-0.3048;-0.0444;-0.2461;-0.086;-0.0383;-0.1828;0.0;-0.02;-21.57;-34.89;56.43;-81.75;51.81;0.0;983.62;39.118;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 1;81004;2023-03-30 16:35:18:274
-0.5246;9.5839;1.946;-0.8114;9.6142;1.7732;0.1986;-0.0532;0.1041;-0.1814;0.0362;0.1379;0.0;-0.16;-19.06;-36.67;27.8;-78.53;24.59;0.0;984.39;41.583;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 1;81504;2023-03-30 16:35:18:774
-0.0443;9.4881;2.4299;-0.3428;9.5676;2.1401;0.1788;-0.0399;0.1507;-0.0632;0.0762;0.0548;0.0;-0.52;-18.42;-37.61;14.51;-77.54;11.21;0.0;984.1;43.725;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;82005;2023-03-30 16:35:19:275
-0.6173;9.5791;2.2259;-0.4569;9.5626;2.1408;-0.1144;-0.0089;0.0222;0.0199;0.0041;-0.0371;0.0;-0.34;-17.84;-36.92;12.15;-77.06;10.54;0.0;983.75;43.039;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;82503;2023-03-30 16:35:19:773
