sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (i);ATMOSPHERIC PRESSURE (hPa);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Altitude-atmospheric pressure ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
-2.0662;9.5198;-0.1041;-1.286;9.7205;-0.3069;0.271;-0.1078;0.1476;0.0272;0.0185;-0.0324;0.0;18.62;-19.47;-12.09;49.5;-82.11;101.86;0.0;982.55;53.396;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;125008;2023-03-30 16:33:24:286
-1.4064;9.6353;-0.4235;-1.1667;9.7317;-0.4109;0.5693;-0.1196;-0.5877;0.0354;0.053;-0.0719;0.0;19.4;-19.47;-12.15;57.05;-82.76;109.4;0.0;982.73;52.084;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;125509;2023-03-30 16:33:24:787
-1.3424;9.5593;-0.7268;-0.9556;9.7569;-0.3543;0.6896;-0.0108;0.2088;0.0118;0.2815;0.1222;0.0;17.58;-20.46;-13.52;63.02;-84.04;110.34;0.0;983.02;60.585;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 1;126009;2023-03-30 16:33:25:287
-0.67;9.7101;-0.015;-0.7323;9.7826;-0.0262;-0.0368;-0.0904;-0.1798;0.0408;0.0043;-0.0614;0.0;17.19;-20.18;-13.54;41.84;-86.1;89.94;0.0;980.73;63.067;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 1;126508;2023-03-30 16:33:25:786
-0.7507;11.1888;-1.3962;-0.9252;9.7652;-0.147;2.8378;1.3017;-0.1852;-0.1119;0.1857;0.7504;0.0;18.47;-19.73;-10.78;45.9;-82.58;99.16;0.0;981.42;40.046;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;127008;2023-03-30 16:33:26:286
-0.9153;8.6824;-0.335;-0.7546;9.7803;-0.1081;1.6975;-2.0E-4;-1.6514;0.6694;0.0478;-0.0793;5.7763;18.98;-19.74;-11.16;40.97;-85.54;98.15;0.0;979.17;45.977;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;127509;2023-03-30 16:33:26:787
-2.5382;10.0068;-2.2588;-2.4436;9.4956;-0.3147;0.3572;-0.6821;-1.2366;-0.1709;0.1707;-0.3409;0.6788;23.01;-16.04;-8.36;32.01;-76.91;97.6;0.0;980.98;45.792;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;128009;2023-03-30 16:33:27:287
-4.9484;4.1228;-2.6949;-1.4812;9.0036;-3.6023;-3.4669;-4.8807;0.9072;3.4803;1.8294;2.2393;19.1575;19.84;-13.93;7.71;62.01;-66.61;157.65;2.0;980.85;58.642;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;128508;2023-03-30 16:33:27:786
-3.417;1.3783;-9.4929;-3.8097;1.4254;-8.927;1.6144;0.4023;-0.5835;0.8135;0.9113;-1.5806;36.1925;23.86;11.24;11.86;48.46;-14.78;158.1;0.0;982.03;43.793;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;129008;2023-03-30 16:33:28:286
5.336;-2.0991;-3.1561;6.8492;-1.032;-6.9469;-5.5145;-1.2572;0.0081;3.0533;4.2078;0.5292;36.2;6.89;19.59;22.33;25.72;-0.91;-172.55;0.0;982.9;43.484;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;129509;2023-03-30 16:33:28:787
1.6146;3.1884;7.2826;2.9538;4.1801;8.3688;0.2521;-0.6751;-2.1573;0.6477;0.9204;-1.0487;205.8812;-32.9;-5.93;-16.81;79.51;-20.09;-23.95;0.0;983.32;42.945;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;130008;2023-03-30 16:33:29:286
-1.7432;3.661;7.2963;0.7028;3.4477;9.1573;-1.0599;1.2621;-1.111;-0.3421;-0.1126;-0.5877;140.5925;-26.88;-11.93;-22.0;96.33;-20.58;-4.39;0.0;983.35;46.961;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;130508;2023-03-30 16:33:29:786
0.3996;2.8259;8.6124;1.5197;3.0192;9.2093;-0.7353;-0.6904;0.6259;0.1494;0.2253;-0.582;239.3763;-27.47;-12.69;-21.61;100.65;-17.92;-9.37;0.0;983.46;39.469;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;131009;2023-03-30 16:33:30:287
-2.0865;0.6861;8.7823;-1.1498;0.5236;9.7283;-0.5377;-0.2762;0.5269;-1.0479;1.9374;-0.0116;239.3763;-22.7;-6.82;-32.1;99.22;-5.82;-0.23;0.0;983.63;39.65;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;131509;2023-03-30 16:33:30:787
-0.8357;2.3174;9.2728;-0.972;2.3057;9.4855;-0.435;-0.1791;-0.0759;0.6855;-0.4563;-0.1655;366.9738;-22.59;-10.83;-29.77;101.08;-11.93;6.82;0.0;983.66;38.396;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;132010;2023-03-30 16:33:31:288
-1.4345;4.1282;9.8501;-0.4139;2.0331;9.5881;-0.6873;1.5185;-0.236;-0.2159;0.8775;-0.0046;366.9738;-24.92;-10.81;-27.67;100.41;-12.71;2.3;0.0;983.74;37.749;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;132508;2023-03-30 16:33:31:786
-1.2455;2.2361;10.3358;-0.8049;2.7908;9.3702;-0.4389;-0.2439;0.681;-0.2037;-0.2057;0.0837;332.8163;-24.84;-9.25;-30.01;91.53;-16.53;4.91;0.0;983.73;44.671;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 1;133010;2023-03-30 16:33:32:288
-0.0634;3.0275;9.2889;0.1891;3.0307;9.3282;-0.3165;-0.0558;-0.2468;-0.0974;0.062;-0.0431;332.8163;-26.22;-11.75;-26.8;96.19;-18.39;-0.57;0.0;983.84;40.411;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 1;133509;2023-03-30 16:33:32:787
0.7687;3.2698;9.2213;1.0337;3.3191;9.1734;-0.3497;-0.1079;0.2076;0.0197;-9.0E-4;0.013;269.3237;-27.73;-12.05;-22.74;95.65;-19.78;-6.43;2.0;983.79;42.104;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 2;134008;2023-03-30 16:33:33:286
-0.2835;3.0036;9.9673;-0.0699;3.2992;9.2383;-0.2079;-0.3063;0.7418;-0.1608;0.537;-0.0875;269.3237;-25.97;-12.19;-25.47;95.27;-20.08;-2.62;2.0;983.81;38.367;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 2;134508;2023-03-30 16:33:33:786
-0.8752;3.1131;9.6586;-0.7565;3.382;9.1775;0.0472;-0.1883;0.4107;0.1341;-0.0418;0.007;269.3237;-23.38;-12.26;-30.17;96.86;-18.1;8.76;2.0;983.83;38.588;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;135008;2023-03-30 16:33:34:286
0.7783;4.1348;8.7326;0.7665;4.0713;8.8923;-0.2791;-0.1025;-0.1396;0.1037;-0.2784;0.0826;269.3237;-27.24;-13.37;-22.89;93.11;-24.52;-4.93;2.0;983.85;43.762;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;135508;2023-03-30 16:33:34:786
-0.9302;3.7567;8.4377;-0.8256;3.7985;9.007;0.0936;0.0339;-0.3578;-0.2251;0.1558;-0.0767;269.3237;-24.55;-14.48;-27.16;97.04;-22.78;5.24;2.0;983.82;44.685;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;136010;2023-03-30 16:33:35:288
-1.0816;3.3787;9.1992;-0.9618;3.3478;9.1708;0.022;-0.0715;0.5049;-0.0034;0.0012;0.0218;269.3237;-22.69;-13.9;-27.28;100.35;-20.3;6.55;2.0;983.87;45.277;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;136509;2023-03-30 16:33:35:787
