sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (i);ATMOSPHERIC PRESSURE (hPa);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Altitude-atmospheric pressure ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
-0.4217;9.5839;1.5553;-0.7368;9.6695;1.4813;0.0566;0.0115;0.1521;-9.0E-4;-0.0461;0.0075;0.0275;-7.47;-17.97;-34.93;41.41;-80.29;26.45;0.0;983.86;42.052;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;40009;2023-03-30 16:31:59:287
-0.8536;9.5629;1.5338;-0.703;9.6771;1.4474;-0.1525;-0.1146;0.0884;0.0038;0.1633;0.0281;0.0275;-7.65;-18.64;-35.32;43.02;-80.45;26.29;0.0;984.18;42.614;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;40509;2023-03-30 16:31:59:787
-0.9703;9.7884;1.3274;-0.694;9.6745;1.4689;-0.3258;0.0131;-0.0207;-0.0087;-0.1084;-0.0232;0.0275;-6.97;-17.68;-35.21;40.2;-80.55;25.42;0.0;984.05;40.091;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;41009;2023-03-30 16:32:00:287
-0.6239;9.5276;1.5781;-0.7897;9.6628;1.4973;0.2052;0.0565;-0.075;-0.0163;0.0305;-0.002;0.0275;-7.15;-18.74;-35.7;42.74;-80.06;27.81;0.0;983.65;46.376;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;41509;2023-03-30 16:32:00:787
-1.136;9.7173;1.6265;-0.8191;9.6539;1.5386;-0.1663;-0.4661;0.3078;0.0136;0.0611;0.0079;0.0275;-7.44;-18.08;-35.62;42.49;-79.74;27.21;0.0;983.99;41.316;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;42009;2023-03-30 16:32:01:287
-0.9577;9.2411;0.926;-0.8897;9.6527;1.5068;0.0546;0.1119;0.1104;0.0113;0.0286;-0.0026;0.0275;-8.33;-18.07;-35.06;46.89;-79.65;29.74;0.0;984.16;43.7;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;42509;2023-03-30 16:32:01:787
-1.4644;9.8064;1.4195;-1.0206;9.6554;1.4029;0.2774;-0.1033;-0.0028;0.0166;-0.1075;0.0137;0.0275;-6.47;-18.53;-35.37;49.78;-79.76;35.77;0.0;984.28;42.399;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;43009;2023-03-30 16:32:02:287
-0.7507;9.7107;1.4195;-0.821;9.6845;1.3315;0.3297;0.0271;-0.2294;0.018;0.0217;0.0134;0.0275;-7.22;-18.28;-36.11;46.27;-80.62;31.55;0.0;983.72;42.634;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;43509;2023-03-30 16:32:02:787
-1.0594;9.5264;1.4279;-0.5767;9.7037;1.3196;-0.1215;-0.1149;0.3987;0.0232;-0.0622;0.1151;0.0275;-6.88;-18.81;-34.77;42.37;-81.24;27.58;0.0;984.41;38.568;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;44009;2023-03-30 16:32:03:287
-0.07;9.8315;0.7819;-0.2845;9.7634;0.912;0.0153;0.0706;0.0787;0.0964;-0.115;-0.062;0.0275;-7.25;-19.86;-35.56;29.97;-84.41;17.33;0.0;983.57;46.823;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;44509;2023-03-30 16:32:03:787
0.3793;9.7825;0.1567;0.195;9.7915;0.5699;0.4828;0.2575;-0.0346;-0.011;-0.9125;0.2133;0.0275;-11.22;-19.96;-33.73;40.75;-85.96;22.8;0.0;983.93;36.319;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 1;45009;2023-03-30 16:32:04:287
0.0036;9.3141;1.4315;-1.9166;9.5905;0.765;1.7988;-0.4609;1.084;-0.2674;0.006;-0.2237;0.0275;-14.42;-22.64;-29.19;103.77;-82.76;73.05;0.0;983.5;45.185;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 1;45508;2023-03-30 16:32:04:786
1.3603;9.6437;1.0911;1.1776;9.66;1.2383;1.1305;0.0406;-0.5027;-0.1003;0.369;0.5878;0.0275;-17.98;-16.75;-30.71;0.24;-82.57;-29.91;0.0;984.43;44.704;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 4;46008;2023-03-30 16:32:05:286
1.1043;9.932;1.0169;1.6764;9.6168;0.9711;-0.4421;-0.0059;0.386;0.4291;-0.257;-0.2106;0.0275;-21.73;-16.1;-29.6;333.72;-78.61;-59.92;0.0;983.96;43.747;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 4;46509;2023-03-30 16:32:05:787
1.0606;8.8104;-0.3523;2.8961;9.3054;-1.1216;-1.4494;-0.4872;0.4814;0.1319;0.8441;-0.3149;0.0275;-25.18;-16.95;-23.09;286.68;-71.65;-110.76;0.0;983.52;42.222;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 5;47011;2023-03-30 16:32:06:289
1.1127;9.9817;0.4798;0.9748;9.7499;0.4755;0.1022;0.0453;0.1614;-0.2573;-0.0953;-0.0531;0.0275;-13.37;-17.19;-30.89;300.8;-83.91;-79.16;0.0;983.87;39.531;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 5;47508;2023-03-30 16:32:06:786
1.6672;9.6987;1.1976;1.5635;9.6244;1.0785;-0.2084;-0.0279;0.0322;-0.0609;0.2283;0.146;0.0275;-11.3;-14.33;-31.07;322.51;-79.76;-55.95;0.0;984.57;43.313;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 4;48008;2023-03-30 16:32:07:286
2.4999;9.2973;0.9248;2.1006;9.5213;1.0813;0.3995;-0.2239;-0.1566;0.0047;-0.0218;-0.0884;0.0275;-10.64;-14.79;-30.52;312.73;-76.19;-61.31;0.0;984.25;40.715;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 4;48509;2023-03-30 16:32:07:787
1.2443;9.5731;1.1671;1.3497;9.6565;1.0801;-0.1052;-0.0833;0.0868;-0.0228;-0.2169;-0.117;0.0;-11.11;-15.36;-30.73;325.14;-79.85;-51.33;0.0;983.53;41.974;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 4;49008;2023-03-30 16:32:08:286
1.1976;9.6455;1.0098;1.154;9.6882;1.0215;0.0444;-0.057;-0.0831;-2.0E-4;-0.022;-0.0281;0.0;-11.3;-15.19;-31.26;327.94;-80.84;-49.05;0.0;983.77;38.969;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 4;49508;2023-03-30 16:32:08:786
1.1498;9.6317;0.9763;1.1994;9.6841;1.0079;0.167;-0.0397;-0.121;-0.0098;0.0086;-0.006;0.0;-11.02;-15.46;-31.04;327.33;-80.88;-49.63;0.0;983.97;40.847;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 4;50009;2023-03-30 16:32:09:287
1.1498;9.655;1.0666;1.1027;9.6835;1.118;-0.073;-0.0272;-0.048;-0.0272;-0.0341;-0.0195;0.0;-11.21;-14.7;-30.85;331.18;-80.8;-46.03;0.0;983.99;42.059;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 4;50509;2023-03-30 16:32:09:787
0.9224;9.67;1.4028;0.8627;9.6871;1.2856;-0.1656;-0.1061;0.0679;-0.0331;-0.0522;-0.057;0.0;-10.71;-15.08;-31.12;341.31;-80.86;-36.76;0.0;983.79;50.155;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 3;51009;2023-03-30 16:32:10:287
0.5761;9.6718;1.538;0.653;9.6909;1.377;-0.0122;-0.0609;-0.2191;-0.0551;-0.087;-0.0663;0.0;-11.32;-14.79;-30.46;350.85;-81.15;-28.52;0.0;983.67;47.681;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 3;51509;2023-03-30 16:32:10:787
0.932;9.6275;1.2981;0.5986;9.6944;1.3773;-0.1599;-0.0063;-0.0591;0.0953;0.053;0.1723;0.0;-10.5;-14.52;-31.54;355.09;-81.19;-23.49;0.0;983.85;43.008;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 3;52009;2023-03-30 16:32:11:287
1.6397;9.6;0.856;1.2161;9.6837;0.9911;0.1838;-0.0489;-0.1131;0.0406;0.0315;0.0641;0.0;-11.7;-15.47;-30.96;327.79;-80.8;-50.82;0.0;983.86;44.384;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 3;52508;2023-03-30 16:32:11:786
1.1976;9.6407;1.0714;1.0803;9.6913;1.0711;-0.0022;-0.026;-0.0627;-0.016;0.0257;-0.0076;0.0;-11.33;-15.26;-30.15;331.87;-81.11;-46.01;0.0;983.67;47.531;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 2;53009;2023-03-30 16:32:12:287
0.9769;9.6275;1.1133;1.0557;9.688;1.1248;-0.1606;-0.055;0.0445;-0.0096;-0.0202;-0.0052;0.0;-10.72;-14.98;-30.93;334.28;-80.95;-43.19;0.0;983.94;44.67;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 2;53509;2023-03-30 16:32:12:787
1.2168;9.6592;1.1001;1.1308;9.6719;1.188;-0.0832;-0.1023;0.0441;-0.0079;-0.0023;-0.0131;0.0;-11.96;-15.02;-31.99;333.73;-80.41;-45.2;0.0;984.28;52.262;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 1;54008;2023-03-30 16:32:13:286
1.1683;9.6359;1.1761;1.1876;9.6651;1.1881;0.0239;-0.0393;-0.0307;-0.0061;-0.0171;-0.0024;0.0;-11.7;-15.37;-31.06;334.1;-80.16;-44.8;0.0;984.17;46.144;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 1;54509;2023-03-30 16:32:13:787
1.2688;9.6257;1.139;1.1264;9.6688;1.2171;0.0366;-0.0238;0.0013;8.0E-4;0.0061;0.0064;0.0;-11.09;-15.01;-31.74;333.97;-80.27;-42.78;0.0;984.0;50.537;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 1;55009;2023-03-30 16:32:14:287
1.3555;9.6251;1.0917;1.1168;9.6662;1.2462;0.1904;-0.0362;-0.0458;-0.0334;-0.069;-0.0594;0.0;-11.77;-14.91;-31.49;336.81;-80.2;-42.31;0.0;984.04;47.189;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 1;55508;2023-03-30 16:32:14:786
1.0092;9.6365;1.2843;1.0787;9.6683;1.2635;-0.18;-0.0263;0.0721;-0.0144;-0.0078;-0.026;0.0;-11.66;-15.12;-31.98;336.74;-80.2;-41.82;0.0;984.0;52.685;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 1;56009;2023-03-30 16:32:15:287
0.8853;9.6999;1.212;1.002;9.675;1.2753;-0.1165;0.025;-0.0635;-0.011;6.0E-4;-0.0041;0.0;-11.98;-15.1;-31.49;340.06;-80.39;-39.37;0.0;983.77;51.994;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 1;56508;2023-03-30 16:32:15:786
1.0044;9.6126;1.2843;1.0809;9.6661;1.2783;-0.0763;-0.0534;0.0058;0.0104;0.0392;0.0287;0.0;-11.87;-15.1;-31.78;338.47;-80.17;-40.22;0.0;983.97;53.341;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 1;57008;2023-03-30 16:32:16:286
0.9942;9.6174;1.337;1.0531;9.6699;1.2727;-0.0294;-0.062;0.0073;0.0081;-0.0154;-0.0108;0.0;-11.59;-15.19;-31.27;339.78;-80.31;-39.61;0.0;983.89;43.507;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 1;57508;2023-03-30 16:32:16:786
1.0193;9.6317;1.2084;1.06;9.6771;1.2113;0.0026;-0.0405;-0.0121;0.0023;-0.0099;-0.0044;0.0;-11.81;-15.08;-30.57;337.28;-80.54;-40.32;0.0;983.94;36.11;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 1;58009;2023-03-30 16:32:17:287
1.1007;9.6359;1.1803;1.0925;9.6735;1.2111;-0.0156;-0.0464;-0.0454;-0.005;-0.0066;0.006;0.0;-11.87;-14.92;-31.59;336.77;-80.48;-41.85;0.0;983.98;43.345;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 1;58509;2023-03-30 16:32:17:787
1.0959;9.6359;1.2233;1.1611;9.6655;1.2106;0.0504;-0.0301;-0.0245;0.002;-0.005;0.0162;0.0;-11.49;-15.19;-31.16;333.38;-80.15;-43.81;0.0;984.08;46.317;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 1;59009;2023-03-30 16:32:18:287
1.2203;9.6114;1.2335;1.1786;9.6627;1.2163;0.1137;-0.0566;-0.0201;0.0061;-0.017;-3.0E-4;0.0;-11.72;-15.08;-30.27;335.47;-80.06;-44.1;0.0;984.01;40.088;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 1;59509;2023-03-30 16:32:18:787
1.2114;9.6072;1.148;1.1743;9.667;1.1858;0.0324;-0.0501;-0.0572;0.0;-6.0E-4;-0.0151;0.0;-12.09;-15.29;-31.09;333.63;-80.15;-45.22;0.0;984.03;43.86;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 1;60009;2023-03-30 16:32:19:287
1.1145;9.588;1.2239;1.1412;9.6667;1.2205;0.041;-0.045;-0.0303;-0.002;0.0144;-0.0021;0.0;-11.79;-14.91;-31.18;333.63;-80.22;-43.6;0.0;983.9;38.256;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 1;60509;2023-03-30 16:32:19:787
1.1533;9.6215;1.2144;1.1374;9.6663;1.2267;0.0358;-0.0495;-0.0646;-0.0011;-3.0E-4;-0.0041;0.0;-11.6;-15.19;-31.06;336.23;-80.18;-42.84;0.0;983.98;40.134;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;61009;2023-03-30 16:32:20:287
1.1438;9.6168;1.2191;1.0938;9.6675;1.2569;0.0358;-0.0554;-0.0194;-0.0053;0.0086;-0.0089;0.0;-11.41;-15.37;-30.85;336.17;-80.23;-41.27;0.0;983.91;37.67;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;61509;2023-03-30 16:32:20:787
1.1486;9.655;1.2616;1.0406;9.6684;1.2943;-0.0551;-0.0504;-0.0054;-0.005;-0.0061;-0.0018;0.0;-11.49;-15.29;-31.26;338.86;-80.25;-38.8;0.0;983.85;36.918;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;62008;2023-03-30 16:32:21:286
1.1001;9.6263;1.3232;1.0531;9.6609;1.3395;0.0041;-0.0434;-0.0308;-0.0049;0.0038;0.0067;0.0;-11.49;-14.91;-31.27;339.44;-80.04;-38.22;0.0;984.03;34.077;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;62509;2023-03-30 16:32:21:787
1.0804;9.6024;1.3663;1.1076;9.6525;1.3558;0.0309;-0.0404;-0.0041;0.0032;0.0092;0.0128;0.0;-11.19;-14.35;-31.57;339.08;-79.81;-38.5;0.0;984.03;38.884;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;63009;2023-03-30 16:32:22:287
1.215;9.6066;1.2861;1.1484;9.6551;1.3027;0.0667;-0.0484;-0.0168;0.0368;0.0744;0.0308;0.0;-11.68;-14.44;-31.49;337.83;-79.8;-41.4;0.0;983.9;43.107;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;63509;2023-03-30 16:32:22:787
1.4327;9.5677;0.9882;1.2677;9.6698;1.0601;0.1652;-0.102;-0.0721;0.0754;0.1187;0.0087;0.0;-10.27;-15.4;-32.61;325.44;-79.93;-48.52;0.0;984.03;37.401;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;64009;2023-03-30 16:32:23:287
0.6437;9.655;0.7591;0.8616;9.7325;0.8784;-0.2178;-0.0774;-0.1195;-0.0119;-0.1568;-0.073;0.0;-11.77;-16.24;-31.74;332.35;-82.56;-46.39;0.0;983.9;36.644;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;64509;2023-03-30 16:32:23:787
1.1174;9.6371;0.862;0.974;9.7136;0.9665;0.1962;-0.0435;-0.0951;-0.0134;0.0209;0.0272;0.0;-11.7;-15.57;-30.96;334.02;-81.96;-45.22;0.0;984.15;53.348;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;65009;2023-03-30 16:32:24:287
1.0158;9.6568;0.9996;1.0302;9.7026;1.0167;-0.043;-0.0553;-0.0083;-0.0148;-0.0356;-0.0179;0.0;-12.16;-15.2;-31.79;332.49;-81.5;-46.09;0.0;984.02;43.203;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;65509;2023-03-30 16:32:24:787
0.987;9.6664;1.0469;1.0129;9.6996;1.0622;-0.0305;-0.0379;-0.0155;-0.0089;-0.0034;-0.0058;0.0;-12.32;-15.9;-32.99;333.07;-81.38;-44.88;0.0;983.98;49.448;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;66008;2023-03-30 16:32:25:286
0.8572;9.6431;1.1031;0.9491;9.7006;1.111;0.0142;-0.0245;-0.0266;-0.0191;-0.0341;-0.0464;0.0;-12.44;-15.88;-32.2;338.35;-81.43;-40.51;0.0;983.91;38.063;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;66509;2023-03-30 16:32:25:787
0.9194;9.652;1.1174;0.8918;9.703;1.1371;0.0039;-0.0413;-0.0295;-0.0128;-0.0047;-0.0199;0.0;-12.07;-15.2;-31.79;341.3;-81.52;-38.79;0.0;983.86;37.437;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 1;67008;2023-03-30 16:32:26:286
0.4582;9.679;1.2335;0.9204;9.7001;1.1391;0.0512;-0.0724;0.0786;0.0084;-0.0021;0.0238;0.0;-11.41;-15.47;-31.05;341.19;-81.55;-36.92;0.0;984.0;55.244;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 1;67508;2023-03-30 16:32:26:786
1.3298;10.273;-0.1573;-0.4107;9.7268;1.2066;1.5151;-0.1602;-0.6343;-0.0246;-3.2871;-0.9484;0.0;-11.54;-16.38;-29.72;43.38;-82.53;18.8;0.0;983.41;40.271;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;68008;2023-03-30 16:32:27:286
-1.6385;10.0187;2.6596;-0.4976;9.6407;1.7452;1.3622;-1.557;2.4468;-0.1177;-2.7939;0.2156;0.0;-23.4;-23.4;5.69;128.88;-81.86;35.75;0.0;983.51;39.907;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;68509;2023-03-30 16:32:27:787
0.3583;9.055;2.7673;2.3913;9.2567;2.198;-1.2898;0.3087;0.4381;0.2723;-0.1529;0.8532;0.0;-28.87;-19.2;5.53;75.37;-71.69;-38.88;0.0;984.29;44.801;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 1;69009;2023-03-30 16:32:28:287
10.9645;8.4832;1.2885;7.9481;5.4431;-1.854;-5.6915;-4.4553;-0.5241;0.54;-2.3108;2.5702;0.0;-29.67;1.2;19.13;34.68;-35.98;-99.39;0.0;983.05;43.514;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 1;69509;2023-03-30 16:32:28:787
5.1906;13.0875;2.333;-1.7985;9.2406;2.7592;-0.5427;2.257;-4.7532;0.5629;0.8094;1.8211;0.0;-7.99;-11.25;14.31;182.86;-70.38;33.1;0.0;983.92;49.177;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;70008;2023-03-30 16:32:29:286
-1.8939;18.9978;3.7537;5.5131;8.0598;0.9384;-4.9411;7.4912;2.3001;0.6828;-1.8366;2.8475;0.0;-14.47;-1.21;18.58;80.58;-64.7;-65.15;0.0;985.25;44.129;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;70509;2023-03-30 16:32:29:787
9.5216;10.8826;1.7815;-3.512;8.851;2.3583;11.5634;0.127;-1.6239;-1.0915;1.6017;-5.0859;0.0;8.23;-19.79;26.63;231.74;-75.25;42.64;0.0;983.26;43.544;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 1;71009;2023-03-30 16:32:30:287
2.8493;9.1621;0.9661;2.1797;9.5114;1.0089;-2.1741;-0.4575;1.4562;0.4462;-0.2553;1.128;0.0;-3.75;-19.51;36.83;115.01;-75.83;-65.16;0.0;985.29;53.752;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 1;71508;2023-03-30 16:32:30:786
5.0393;3.6562;-6.3852;7.7589;5.5468;-2.2952;0.2082;-1.2564;-6.0625;-1.2778;-0.7685;-0.5728;0.0;-4.5;-3.92;36.89;74.65;-39.91;-112.23;0.0;983.01;42.602;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 1;72008;2023-03-30 16:32:31:286
-3.2889;6.3236;-0.859;-1.295;9.5455;-1.8556;-0.5048;0.9208;-1.3378;0.37;0.8563;0.0977;0.0;15.05;-5.88;28.68;26.86;-82.05;-172.28;0.0;982.73;46.331;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 1;72508;2023-03-30 16:32:31:786
-0.5946;10.1551;-0.8016;-1.0276;9.6408;-1.4949;-0.1232;0.0759;0.2253;-0.016;-0.2515;-0.1445;0.0;14.21;-6.3;27.56;351.62;-79.34;145.5;0.0;983.77;46.807;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;73009;2023-03-30 16:32:32:287
-1.2706;9.0975;-1.2957;-1.6744;9.5286;-1.6244;-0.0692;0.3599;0.1933;0.0783;0.1217;-0.0884;0.0;16.46;-4.48;27.61;342.92;-76.24;134.13;0.0;984.7;43.668;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;73509;2023-03-30 16:32:32:787
-1.4052;8.9749;-1.4052;-1.6839;9.5246;-1.638;0.1861;-0.8349;0.1238;-0.042;-0.0718;-0.0014;0.0;17.43;-4.07;28.05;346.24;-75.89;135.79;0.0;985.52;47.724;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;74009;2023-03-30 16:32:33:287
-2.3432;9.935;-1.2826;-1.9718;9.5254;-1.2712;-0.3712;0.4097;-0.0116;-0.0047;-5.0E-4;-0.118;0.0;18.58;-4.97;25.61;341.01;-76.72;125.99;0.0;982.43;50.3;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;74508;2023-03-30 16:32:33:786
-2.1206;9.4546;-0.6987;-2.2616;9.5009;-0.924;0.1411;-0.0462;0.2251;-0.0305;0.1095;0.0502;0.0;20.56;-5.05;25.0;330.4;-75.32;112.28;0.0;983.16;44.443;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;75008;2023-03-30 16:32:34:286
-1.8491;9.4684;-1.1348;-2.0292;9.5604;-0.8467;0.3717;0.0349;-0.116;0.055;0.7222;0.0646;0.0;20.35;-5.89;25.61;320.41;-76.66;105.16;0.0;983.27;41.452;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;75508;2023-03-30 16:32:34:786
-3.2865;9.5557;0.3159;-2.261;9.5459;0.0128;-1.934;-0.075;0.578;-0.0513;0.6804;0.1278;0.0;25.39;-6.6;21.24;316.91;-76.67;89.68;0.0;986.87;41.442;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;76009;2023-03-30 16:32:35:287
-2.3414;9.3882;3.143;-1.6831;9.226;2.8781;1.81;-0.488;1.1919;0.1109;0.0524;0.0707;0.0;29.5;-12.3;9.02;275.65;-70.15;31.41;0.0;983.15;53.558;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;76508;2023-03-30 16:32:35:786
-2.0405;9.3805;1.8227;-1.7257;9.4118;2.1625;0.8231;-0.1479;-0.7551;-0.035;-0.4088;-0.1449;0.0;26.85;-12.48;14.84;270.2;-72.68;34.21;0.0;983.13;45.148;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;77009;2023-03-30 16:32:36:287
-1.943;9.3924;2.3037;-2.074;9.3332;2.1968;-0.3007;-0.2278;-0.1757;0.0235;0.1869;-0.011;0.0;29.74;-10.59;13.6;281.72;-72.06;43.35;0.0;983.54;44.286;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;77509;2023-03-30 16:32:36:787
-2.4431;9.3619;2.4909;-2.3175;9.2687;2.2262;-0.4904;-0.0377;0.2531;-0.0275;0.0403;-0.0388;0.0;29.06;-10.22;13.57;284.55;-71.37;46.88;0.0;983.69;41.71;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;78009;2023-03-30 16:32:37:287
-1.8138;9.7549;1.9938;-2.5025;9.2864;1.9331;-0.2072;-0.05;0.1425;0.029;0.0551;0.0373;0.0;27.8;-10.09;15.92;284.19;-70.97;50.65;0.0;984.07;41.293;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;78508;2023-03-30 16:32:37:786
-2.0871;9.4337;1.6271;-2.5495;9.3319;1.6283;0.307;0.313;-0.1605;0.0258;0.1585;-0.0359;0.0;26.58;-9.31;17.35;289.41;-72.04;57.44;0.0;983.95;40.326;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;79009;2023-03-30 16:32:38:287
-4.9496;5.2798;-0.3129;-1.2539;9.7295;0.0125;-2.9017;-3.9101;-0.8795;0.2616;0.4023;-0.3073;0.0;19.76;-11.74;21.92;289.47;-83.0;70.01;0.0;984.04;41.062;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;79508;2023-03-30 16:32:38:786
4.6558;12.7902;0.8524;0.0456;9.8022;-0.3884;-0.8099;-0.5712;-0.4242;-0.4381;0.4757;-0.5889;0.0;14.57;-12.86;25.13;58.59;-85.07;-154.35;0.0;983.99;40.965;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;80009;2023-03-30 16:32:39:287
9.6281;7.5428;1.4698;3.7678;8.9781;1.1975;3.1321;-0.8789;1.0079;-0.1461;0.4968;0.43;0.0;15.32;-24.73;13.32;163.66;-66.23;-72.37;0.0;985.84;44.448;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;80509;2023-03-30 16:32:39:787
3.1436;8.8379;1.8066;2.9713;9.2172;1.5653;-0.0082;-0.2392;0.1346;0.0027;-0.4079;-0.4543;0.0;21.4;-24.31;7.36;186.08;-67.52;-63.43;0.0;984.28;58.458;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;81008;2023-03-30 16:32:40:286
6.6323;8.9282;-0.1352;2.4418;9.5011;0.0602;4.1907;-0.5727;-0.1955;-0.8728;-3.6458;0.3001;0.0;25.49;-21.91;-9.81;199.82;-75.58;-88.59;0.0;983.04;53.033;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;81509;2023-03-30 16:32:40:787
0.1513;9.883;0.7316;1.0197;9.7435;0.51;-0.8682;0.1395;0.2214;-0.3312;0.1379;-0.1245;0.0;20.11;-16.86;-27.27;238.6;-83.05;-82.05;0.0;983.29;57.236;31.26146;34.79971;1003.23;NaN;;;44.42258;;0 / 0;82008;2023-03-30 16:32:41:286
